Description,Remediation,PowerShell Script,Returned Value,Default Value,Expected Value,Impact,Likelihood,Priority,RiskRating,References
Enabling the default Teams DLP policy rule in Microsoft 365 helps protect an organization's sensitive information by preventing accidental sharing or leakage of that information in Teams conversations and channels.,Use the PowerShell script to create a new DLPCompliancePolicy or review the policies existence and if they are enabled.,"New-DlpCompliancePolicy -Name ""SSN Teams Policy"" -Comment ""SSN Teams Policy"" -TeamsLocation All -Mode Enable",Default Value:Enable,Enable,Enable,2,1,Informational,Low,Learn about data loss prevention
